tenure,deposit,turnover,withdrawal,deposit_next
2833,6172.58,58934.19,4736.35,93.81
0,67.15,0,67.15,0
531,678.64,1338.2,930.72,44.05
1412,3086.73,12777.93,2065.7,0
331,505.56,1206.36,0,583.4
1370,8377.08,175561.41,11649.87,3768.17
7088,119418.74,749669.03,83844.76,2370.18
5545,1509.31,3815.64,929.45,0
5988,495328.64,868761.74,367005.46,0
231,8610.83,86419.31,4233.6,1498.35
0,24.1,83.88,0,0
368,1102.94,18984,0,0
1930,187.52,3297.11,0,3782.44
3048,16374.81,136912.64,3758.79,0
2529,396.07,1932.52,1306.06,0
2032,76.52,123.46,0,0
1794,1029.24,5322.92,368.96,0
2996,351.91,1552.02,3687.45,0
219,115.34,253.75,0,0
7719,31579.07,271126.32,24325.91,2332.73
15,259.18,4822.97,342.75,47.57
219,674.76,2739.51,1963.99,0
652,35.69,383.11,118.98,131.79
4871,39144.3,465596.08,23885.75,1410.67
351,1108.68,8394.9,154.71,188.47
7582,23395.1,44169.33,23042.96,633.83
1794,359.05,475.64,0,47.39
3089,1451.37,8734.33,570.21,0
7261,15566.7,59925.87,17333.66,0
747,172.44,369.9,0,0
5418,2505.34,17730.62,643.74,48.38
2534,803.08,14292.55,198.45,0
533,2190.96,22085.95,5951.48,665.24
3515,2409.88,20600.94,450,0
219,460.37,1657.33,0,0
1942,74.26,243.97,110.12,0
148,388.12,1444.46,231.07,325.48
1697,3122.94,6097.84,3837.33,821.24
4620,342.89,1324.67,0,0
1217,5339.09,54555.54,3453.39,275.9
2811,261.89,628.01,169.33,70.65
2069,8627.04,51977.57,6188.45,0
876,2914.69,3937.89,3057.16,37.47
32,583.01,2152.65,462.11,1227.03
4946,4629.67,25692.45,922.53,0
73,23.1,61.11,46.2,0
1811,1087.59,3147.46,355.86,0
3466,27344.07,129705.82,38291.37,0
0,47.27,130.94,0,0
7643,2972.9,6667.76,3349.41,0
107,1838.85,3680.88,1153.97,322.56
942,3053.43,7528.65,1516.42,144.45
0,45.95,408.65,0,107.24
260,135.86,135.99,0,0
7168,117.48,287.44,0,0
5185,5481.5,29783.16,4445.81,141.33
4467,9932.27,45419.63,6560.85,68.91
5204,15110.95,221998.89,13303.34,140.42
876,725.15,2850,319.31,0
1609,53703.38,196562.27,50772.36,8225.05
5540,86384.44,495136.17,263330.6,2866.1
219,34.44,201.15,0,0
7280,3456.57,26300.85,366.63,243.44
1587,463.1,9533.71,0,0
4372,3574.46,34528.9,2466.9,117.54
263,1227.69,21053.58,2903.65,0
5258,22.96,71.12,0,0
2510,462.94,3296.38,273.35,633.97
4481,5443.97,34105.73,781.17,112.1
5942,9411.88,29698.43,6572.46,0
0,23.74,37.98,0,0
1098,34.09,54.42,0,0
1684,23.34,488.04,0,0
299,130.58,370.63,0,0
2402,420.69,920.4,96.55,0
1397,137.68,0,0,0
1025,535.8,2000.13,330.63,0
226,1829.43,4303.7,4415.77,0
613,3357.83,23201.97,2114.07,346.8
0,117.2,152.35,0,0
884,793.18,4576.08,258.77,0
3581,5281.8,26816.96,2821.82,0
2342,15520.32,73421.86,6348.52,820.94
73,22.96,121.9,0,0
4742,20350.01,45655.68,15979.97,320.97
2050,481.81,1459.11,948.06,0
0,72.42,174.28,0,60.16
650,737.63,1099.15,1802.13,0
2858,780.12,2425.79,2588.91,0
5,4146.68,4146.68,2188.98,0
222,1723.18,8842.07,443.01,110.12
190,2243.66,12597.51,1376.91,44.76
2622,6500.28,63643.43,1154.19,113.9
1760,23.78,117.94,0,0
1721,1423.45,5318.64,0,0
2,2570.28,13623.41,2401.35,0
538,58.18,149.41,0,0
2,155.22,0,155.22,1037.47
531,4782.73,24121.49,2760.84,1050.27
2,391.67,1486.63,0,0
2434,104.91,239.31,106.26,0
988,49335.06,205894.15,37473.17,0
1222,2705.8,6643.76,2264.86,1122.36
460,46.21,93.11,0,0
153,57.28,57.26,0,0
2,1543.77,3584.07,0,0
1453,232.47,1167.47,223.66,0
5513,2050.01,20129.02,253.99,0
3800,2930.89,14878.18,4459.45,0
5430,10888.05,33582.54,11755.55,451.47
3936,409.89,10061.6,0,0
7451,567.11,3139.93,526.55,116.19
1229,458.91,3734.31,0,0
1879,164.43,438.2,0,0
1414,39338.71,392994.42,33212.16,0
73,62.68,158,0,0
1030,107824.39,1119770.3,84731.7,0
5297,7257.63,18598.2,7559.55,0
5744,3981.46,26526.03,3398.25,2078.31
39,46.04,304.96,47.95,451.63
2176,1757.43,9139.05,1045.1,0
567,16162.55,51522.96,11456.91,1392.71
5,177.83,3284.12,0,0
2,586.69,586.69,0,0
5569,367686.74,1777.19,359507.99,0
1334,972.36,12203.32,1439.78,202.85
107,5854.17,26416.33,8310.26,2328.62
2687,1649.66,3208.1,1035.46,0
1237,14590.25,72017.78,13322.04,832.83
3077,28144.2,91030.75,28092.13,0
1178,1130.97,3230.4,228.12,0
1251,23980.41,127334.97,13711.16,1818.14
3150,17695.36,65095.96,14461.46,731.86
2551,328.81,1118.89,0,23.34
307,455.89,1090.96,0,0
4065,22177.74,78230.77,12266.08,188.96
5852,121888.48,838989.48,103635.68,94.2
1222,159.89,382.61,0,0
6528,831.11,7737.21,328.81,237.61
253,1015.57,4046.21,813.63,111.91
80,698.72,3697.45,0,0
1538,1109.15,12097.15,0,0
1227,1272.19,2478.7,159.66,0
979,639.39,853.18,0,0
1205,138.99,268.35,0,0
219,46.63,100.03,0,0
0,34.72,45.82,0,0
7799,1956.39,1026.63,0,0
6721,5215.74,50361.47,3092.82,22.33
3512,296.23,1367.3,1169.94,0
0,56.96,128.26,0,0
1787,2457.1,6587.12,1409.98,0
75,23.05,23.05,0,0
2507,2374.61,5886.13,1942.24,0
2765,483.73,1080.05,505.67,0
864,294.85,1488.45,224.92,0
1998,12006.39,58509.23,6107.31,275.77
2359,1600.35,9629.68,543.19,0
61,227.6,717.79,385.54,95.96
3215,2978.33,8734.25,0,0
37,2823.88,20742.58,5263.35,333.14
326,5531.7,5971.23,693.3,408.33
5469,249.53,133.21,161.11,0
224,6676.87,19331.49,7432.09,2779.2
1456,166.92,292.58,0,0
3868,6578.58,49715.23,524.11,482.3
1886,1088.14,2435.68,879.06,0
6480,5856.89,19463.6,4590.87,46.85
645,23.1,22.87,0,0
1609,35.26,40.67,0,0
2,70.28,63.72,70.28,0
3977,1674.6,8542,637.23,0
633,2309.69,9502.21,618.39,0
5,22.74,0,0,0
246,167.04,545.73,0,71.15
73,46.88,157.53,0,0
1587,18009.32,77665.41,14329.34,1108.95
3919,19320.16,161749.69,27264.59,1038.45
2473,1622.99,11983.51,993.39,0
3001,6387.19,50545.67,4065.99,92.04
689,10621.5,77054.39,4366.72,1014.68
3972,31497.72,241866.86,17582.16,4742.83
7,8747.54,382480.96,0,5426.99
6017,57269.11,370986.05,32544.92,325.07
3564,1327.91,2127.02,0,427.11
68,3192.24,14074.45,3581.61,1772.48
219,22.32,35.38,0,0
5333,16201.54,107773.33,12862.86,1530.53
112,2337.64,6578.78,3776.2,0
3607,2753.6,14725.01,1976.63,232.12
1762,878.4,72100.58,58699.03,0
19,48.23,0,48.23,0
0,71.77,1618.18,263.16,71.77
2001,829.02,1434.79,94.44,0
151,253.53,2316.34,0,505.43
226,688.43,4223.18,3565.77,0
73,23.41,27.85,0,0
10,126.35,330.82,0,231.66
1054,23.18,53.4,0,0
3001,123.47,412.41,0,0
2938,563.03,1663.93,417.4,0
404,591.1,4029.27,0,362.16
1804,476.16,4438.16,0,0
239,1776.61,21435.63,3061.21,0
0,34.63,34.63,0,0
4605,1137.5,8787.67,453.68,0
5401,40448.72,228921.72,20679.37,0
2911,67.64,236.17,0,0
2768,1099.33,10759.61,4244.01,0
5,1207.31,24846.09,4091.31,2420.31
51,479.93,1977.35,331.44,192.79
1504,325.43,325.43,0,0
4011,45.97,107.48,0,0
4944,294.46,756.58,0,0
4659,5716.29,20950.86,4395.98,298.28
1563,19583.99,136565.45,12279.69,4755.87
6129,2829.03,6440.72,2095.46,0
2317,1900.74,2199.68,387.96,388.26
0,45.94,184.79,0,0
360,22.47,40.44,0,0
5,69.14,2871.78,115.25,0
4050,12177.71,456155.4,1166.21,736.42
638,422.98,4952.05,532.25,3383.75
1037,341.98,1462.87,409.36,136.37
2422,11664.37,177356.23,3204.94,464.69
5764,975.45,2698.11,1028.65,80.89
1385,1355.08,2543.93,386.36,0
1215,32477.51,345991.16,8316.32,0
307,362.94,1067.05,0,0
2546,921.15,2346.27,771.69,0
0,58.77,73.46,0,173.73
4715,7382.79,25524.87,6945.51,0
888,5118.23,20729.18,3948.61,55.68
73,117.27,108.12,46.91,0
613,739.01,2044.68,45.39,123.99
178,46.34,73.47,0,0
2001,141.29,347.17,0,0
0,68.33,264.99,0,0
5238,115.53,1941.74,265.38,69.73
10,382.02,5156.62,0,752.6
3968,142.92,529.2,0,47.77
7611,152585.22,2115316.74,73043.98,0
2196,7457,14644.75,7085.87,618.55
219,46.4,80.68,0,0
2120,488.88,1051.01,283.89,0
626,592.35,2640.49,546.56,0
7061,3563.56,14852,528.87,511.41
1017,2304.86,8515.45,799.72,0
2,320.86,508.64,375.34,197.97
891,3630.12,27232.5,1557.57,0
73,138.53,224.89,0,0
961,64087.85,269524.63,54994.17,5934.62
2473,1104.91,4765.54,853.37,0
358,430.3,816.83,0,0
219,447.66,481.23,0,0
3313,4057.16,16536.83,297.95,24.11
219,69.36,174.33,0,0
219,110.12,110.12,110.22,0
2215,124472.81,3232201.14,246597.73,113.09
2468,332.58,5775.81,0,382.37
5092,49476.53,395094.61,25847.57,2385.02
4308,67170.73,582230.15,86639.41,176.81
3269,142.53,487.95,69.35,0
1241,5187.79,5624.57,5997.92,46.17
4727,224.48,965.49,0,0
4092,7667.03,36428.88,8724.28,415.5
4639,38033.73,458413.34,19593.45,0
78,23.02,140.92,0,0
0,22.23,0,0,0
56,112.61,362.57,68.32,22.17
73,23.23,25.56,0,0
73,22.98,32.17,0,0
73,23.09,30.02,0,0
2176,47.04,426,0,0
0,484.26,633.78,0,0
0,35.95,45.06,0,0
1519,21025.6,282042.19,22013.62,1540.12
5581,43369.68,181255.41,35167.31,2575.09
1008,7222.74,21158,5212.29,436.26
2025,1045.21,8144.27,173.91,23.1
5005,2067.7,9209.35,559.71,639.03
1312,1638.59,6351.87,1439.1,0
5292,714.09,2862.02,0,0
0,303.84,559.44,0,329.19
3084,3569.63,63974.1,665.48,81.52
3690,11339.1,554007.47,12394.07,0
129,7954.31,108809.83,4373.81,3751.1
4479,11275.8,40291.1,12176.61,156.13
2578,232.29,336.83,0,0
769,298.64,1409.8,0,0
3712,92.4,357.93,92.35,0
348,520.35,4298.33,473.44,246.4
73,1183.16,2094.19,0,0
1456,300.41,1629.27,352.97,0
6329,540060.63,6109674.99,435360.89,4596.63
73,94.36,770.41,0,0
1451,731.85,8564.95,0,852.19
5448,5370.35,35871.6,2366.51,0
2675,385.24,2687.04,0,0
51,266.97,12265.71,0,0
219,23.4,23.4,0,0
3206,139.28,980.04,0,0
4605,177.2,808.9,0,0
2863,965546.94,5526971.35,707188.4,94.99
73,51.04,167.63,0,70.2
222,45.59,605.36,0,0
1334,5324.31,20750.2,6656.55,444.38
2770,1109.12,4659.07,169.18,0
550,270.75,879.41,0,0
6151,423.78,746.26,0,0
784,2362.2,8485.22,406.02,47.16
7056,51568.57,272680.25,39745.4,977.92
6983,4553.04,9465.71,2892.46,164.8
1862,24713.71,100267.71,15354.82,0
3257,3879.53,17864.2,1521.58,81.2
1711,179195.52,614370.17,152085.66,3629.25
406,1921.37,7901.36,1457.31,0
343,8400.42,45953.53,7680.49,0
73,23.43,51.54,0,0
1395,4003.1,13609.17,390.07,0
110,7286.37,31323.23,645.01,782.86
2281,127746.07,742257.53,108151.71,5423.62
1543,2016.52,4913.87,1431.06,0
85,23.29,64.28,0,0
1658,95.04,403.93,0,0
5124,8486.94,11932.52,3998.74,227.85
1159,1156.22,3931.42,628.17,0
937,11360.06,71259.73,9510.25,2035.13
385,1784.07,5400.15,1209.92,79.01
46,47.27,116.5,0,0
219,224.65,445.47,0,0
219,138.18,711.63,161.21,0
129,1036.58,2936.77,0,0
6090,1341.88,7686.04,136.49,557.94
2222,3407.72,27395.85,7979.57,0
993,17535.58,122430.7,17788.03,0
2395,47685.98,448837.83,30405.41,474.82
49,160.94,2705.79,184.43,46.2
297,46.66,134.64,0,0
4279,314.01,609.39,237.49,0
6239,1152.82,3770.36,112.06,0
219,22.68,32.1,0,0
1585,163.17,718.32,110.74,0
0,71.72,109.01,0,2607.75
1989,311.27,1017.96,0,0
1626,23.72,104.52,0,0
219,186.53,1003.76,0,0
27,971.05,2958.08,1098.91,0
1047,4179.92,12891.82,2062.5,484.42
80,1388.25,2775.98,2069.69,0
0,72.58,1907.4,0,2768.31
1662,393.39,914.89,0,0
3177,5089.73,37816.35,6877.1,1329.81
1714,103.47,145.32,0,0
2317,68.43,508.26,136.96,0
219,47.32,82.33,0,0
2193,94.27,262.08,0,0
2120,22661,136242.68,15304.83,444.58
1541,8702.59,47825.23,21351.94,0
251,859,1548.25,523.47,0
2600,29366.3,181999.18,21696.01,633.18
2872,190.35,327.37,0,0
2488,8577.14,15478.48,2459.34,2347.9
7144,23463.87,50556.45,13502.42,775.89
2,84.35,400.58,0,289.48
90,2835.78,12140.39,1862.76,554.44
4700,984.14,10254.91,760.84,940.58
1463,598.61,774.6,0,0
898,23.16,23.16,0,0
1412,1141.48,3653.07,1114.73,0
3250,199.48,642.92,0,0
192,1878.68,12445.64,1868.45,0
1879,967.19,12376.22,1183.24,0
144,677.3,214.3,0,0
662,23.27,314.79,0,0
5413,36581.35,255596.19,28899.63,239.51
2468,1396.48,10937.96,1205.36,195.45
219,56.55,126.68,0,0
5,46.99,179,0,0
720,27770.36,258373.62,24420.27,805.14
5134,296.19,294.04,137.48,0
6553,5938.09,37577.41,4413.04,0
2468,35.27,39.98,0,0
582,44.77,324.35,0,0
1317,5839.09,22889.32,3390.89,2674.06
1648,20713.11,198663.74,17066.91,0
2561,210.98,562.01,185.07,0
156,23.62,23.62,0,0
2953,6305.32,35201.08,1642.1,693.25
2923,1200.45,8130.78,223.88,0
5409,829.72,2272.18,0,0
1750,2167.97,15256.5,1738.11,0
46,519.19,3166.49,0,283.44
0,44.59,0,0,0
1648,1203.67,1203.67,0,0
1925,92.93,166.01,0,0
1149,2507.48,6354.73,4669.41,0
1056,2059.15,12625.47,987.43,1450.6
385,5648.07,25623.44,3811.73,44.51
239,2562.76,2755.74,2421.74,0
78,22.98,82.42,0,0
338,7020.69,87231.4,9655.99,0
5345,9304.36,122196.17,116.7,16497.77
24,130.67,143.47,0,214.64
4683,2181.85,16843,987.85,141.56
2018,6296.78,30232.52,21285.71,503.68
2067,516.07,1028.22,544.14,70.63
0,479.41,1396.28,958.82,0
3990,24065.32,94325.23,20977.03,1372.14
2729,74.6,571.54,74.6,0
192,927.26,2941.74,750.48,95.61
44,46.67,39.85,0,71.06
825,464.25,1253.96,0,47.85
309,346.87,1179.44,0,0
3508,327.44,1452.63,0,0
6543,85164.32,477317.11,61421.23,96.43
129,23.42,9.88,0,0
1655,133.61,1322.2,0,0
5,47.99,116.52,0,48.34
1626,23.15,37.28,0,0
73,23.08,42.69,0,0
2,200.3,740.3,0,0
24,23.77,111.72,0,0
1558,161.08,293.16,0,0
368,14207.99,58482.72,14659.38,0
399,1875.37,17389.68,2631.47,118.96
1195,23.09,65.13,0,0
27,5133.77,24348.05,4343.67,4709.06
4016,6316.26,130042.4,1424.41,162.99
2395,673.06,8373.38,0,0
1921,29869.03,252520.02,11628.26,4769.42
148,1221.88,2933.62,521.74,900.19
3030,476.05,2069.63,0,115.81
10,695.98,4181.34,0,0
5321,49.35,92.33,0,0
5,1172.12,1453.43,1406.54,2102.52
1146,400.02,2891.51,226.84,69.53
728,1904.17,1995.35,1180.97,325.07
2877,34.99,61.7,0,0
4011,25193.35,97888.21,15761.31,113.33
1767,329.29,893.42,0,0
17,413.96,776.22,0,1866.81
5158,3806.15,19786.11,3730.92,0
4535,414.43,4313.56,377.71,0
3741,561.76,1822.35,0,0
1482,372.49,3224.98,0,0
1877,339.73,1085.05,0,0
219,110.12,110.12,110.22,0
453,447.43,1510.26,0,0
251,70.85,111.54,0,47.49
3610,2551.63,12857.51,2796.97,0
531,34.9,174.49,63.98,0
979,3046.16,30826.93,147.45,0
2159,351.92,1291.22,0,0
2174,876.79,3135.48,522.22,1176.87
73,23.06,23.06,0,0
1602,2078.62,5362.95,1308.97,400.44
2032,1686.93,5357.69,1280.04,0
4189,3969.88,21319.2,2870.4,190.17
0,422,3037.24,0,0
723,734.09,3517.08,784.85,0
3787,555726.28,6635318.45,318465.4,0
73,138.56,1965.26,0,0
0,392.57,771.28,46.18,0
0,111.47,0,111.47,0
219,22.77,34.61,0,0
15,46.81,504.53,46.72,47.12
3734,507.42,4219.65,538.94,0
4756,436.26,3121.12,49.47,0
2242,889.07,4121.19,244.67,0
0,34.71,53.21,0,0
7224,165872.36,760178.73,130861.37,1658.04
102,138.42,921.13,184.6,0
229,34.63,137.97,0,0
3907,690.42,1955.89,0,0
73,577.38,577.38,0,0
628,5242.58,16775.41,4125.99,0
83,267.86,470.16,223.09,46.18
465,695.27,3451.11,0,0
3780,44.8,180.3,0,3298.12
4194,3513.76,19254.72,3048.86,118.9
183,2431.12,5705.74,7687.39,1666.46
127,4307.7,31768.07,0,0
1575,445.49,1474.59,92.44,0
0,23.97,90.91,0,0
73,23.68,23.68,0,0
0,36.29,123.14,0,0
876,1995.12,9352.24,863.74,2209.51
1772,694.53,2507.79,0,0
12,1191.39,0,0,0
1589,1600.13,1956.72,761.9,0
3581,23.36,40.52,0,0
4632,6604.43,42865.6,7975.58,0
762,462.09,1397.72,2877.17,0
75,344.65,1091.72,0,0
63,10474.92,23704.63,842.27,0
7159,12027.24,6404.44,3704.62,0
1979,726.66,4313.3,0,0
7263,7813.28,34277.47,4864.24,0
1611,11455.88,209820.42,2848.84,0
0,23.85,0,68.45,0
219,33.14,36.45,0,0
4369,12932.31,62370.58,1682,0
3598,47.12,382.87,0,0
2,1187.77,13381.2,1684.26,5416.81
6453,34536.62,63999.22,24168.75,2212.89
178,4380.28,52831.04,4521.53,909.31
222,700.67,4500.85,986.86,0
321,9980.81,42600.39,5711.97,3759.12
1546,968.83,2565.45,1854.39,0
4549,16820.92,94612.92,16736.24,44.67
178,106.25,291.77,0,23.62
5304,224.18,532.29,297.58,23.07
1585,6443.14,58957.64,11279.96,0
1319,1328.74,7581.27,1560.58,137.93
2159,15440.7,26503.7,10042.01,0
550,9807.89,32487.82,8995.42,1664.74
5,58.46,110.84,0,0
3802,40729.09,100704.58,51072.55,0
2,149.74,1245.77,265.28,46.39
1889,511.31,962.88,60.11,156
4097,409.22,2040.4,618.09,0
1521,48.21,48.21,0,0
0,23.91,122.91,0,0
0,47.9,0,54.18,0
1312,344.04,344.04,0,0
4805,4242.28,37190.98,6114.47,570.51
6312,6036.05,80352.18,6535.75,0
148,760.99,8269.46,138.75,0
445,3062.7,14511.33,512.49,0
2346,34609.99,139297.31,29655.06,6082.24
5338,12324.79,109752.46,3641.41,0
41,1763.1,4992.74,2779.17,1189.69
4474,8287.83,38577.51,5932.3,0
1667,238.37,1669.3,0,0
2836,254.52,482.49,0,0
3941,1234.91,6647.56,0,0
837,998.88,5767.87,793.48,164.94
1733,230003.36,809983.16,275625,13462.76
1655,6062.26,30085.22,4129.97,0
2789,26067.41,129334.89,15699.46,0
645,93.84,1116.37,0,0
1555,185.96,974.15,183.68,0
219,23.06,23.06,0,0
185,6110.92,62725.45,12051.6,923.36
5036,8025.27,117813.33,7819.65,0
3882,1724.39,6328.39,0,0
0,586.66,1258.74,0,0
1305,5644.05,33108.2,0,0
0,112.1,112.1,0,0
75,114.05,114.05,844.67,0
1626,23.72,44.25,0,0
1787,1948.38,15811.24,695.46,0
937,9474.84,67475.92,6095.61,201.58
85,567.28,1669.23,0,0
7015,6613.48,36329.59,5147.92,0
1171,4957.88,13107.74,2748.73,0
73,31.29,905.53,0,0
796,125088.81,606521.19,106338.06,1165.79
409,80.43,85.03,0,0
1463,3661.91,11347.08,2364.82,0
219,43.89,65.73,0,0
0,116.68,1815.49,466.71,0
993,984.82,2442.29,0,0
0,240.43,0,240.43,239.67
219,208.29,1551.04,0,0
1529,346.85,1898.88,0,0
7,390.95,1402.2,459.7,127.1
3476,1475.28,8320.99,1272.84,0
4973,11133.78,39579.36,9384.77,261.33
3797,1793.95,6277.95,2198.95,0
3430,12657.83,38896.17,17022.06,139.53
1334,459.48,3009.61,262.84,0
226,45.75,184.63,0,0
6390,61377.48,372291.19,62506.22,0
7,24.14,231.56,0,0
5813,4141.23,8378.37,4588.15,0
219,136.78,186.94,0,0
3637,231.08,819.17,0,0
56,2385.95,25697.12,1829.77,2461.96
4751,17070.12,85262.67,19220.22,3522.1
275,6903.78,20292.46,7662.27,0
0,187.55,637.69,0,0
0,117.33,0,117.33,0
12,212.01,4714.73,377.71,0
0,119.91,280.82,0,96.68
1860,1315.77,5266.22,0,0
207,437.66,2762.82,0,0
3564,5136.43,28351.66,2300.21,0
5014,14807.05,89103.17,18295.75,0
73,199.82,249.25,1787.08,0
0,141.16,687.2,0,0
2074,47.2,60.65,0,0
27,295.89,1840.48,382.36,164.8
1256,13345.97,60045.12,10561.35,0
158,189.28,1961.43,0,0
7346,38185.43,153273.65,31920.84,2685.41
73,47.22,58.08,0,0
0,22.99,26.44,0,0
44,423.48,4693.51,634.06,185.84
139,1760.76,25284.11,1775.37,1515.3
5014,7013.67,43981.07,3990.92,58.82
1317,846.39,4715.64,316.03,0
2609,333.83,1712.76,0,0
3464,2580.39,10432.66,1227.01,0
5917,200.56,632.55,0,0
0,22.37,31.32,0,0
433,1352.52,4621.77,2273.05,0
3695,9419.84,167687.07,3755.2,0
772,22.96,75.93,0,0
71,92.99,124.82,0,0
4267,28126.36,98996.5,21462.93,476.47
1480,23.3,27.95,0,0
287,1058.93,8850.59,45.96,187.53
6234,662.76,2496.29,872.19,0
34,46.69,121.41,0,23.63
1908,1301.99,4610.11,0,0
6280,11553.01,46861.78,6823.79,0
548,644.33,857.95,0,0
1193,6761.28,46704.26,9437.93,208.74
2390,51523.63,730912.05,5223.62,2343.79
319,1591.32,4914.63,3132.63,257.36
1989,119214.44,799462.92,114985.66,6184.88
1570,690.11,1255.67,243.31,22.37
224,4157.22,4157.22,5812.56,0
4367,10987.94,49962.76,11106.56,0
0,24.19,0,48.38,0
635,173.35,444.31,0,0
4737,10231.58,42994.85,309.05,0
5623,2026.13,15682.12,2243.84,44.05
7638,113438.57,802212.95,97478.04,2046.89
611,16541.21,98290.98,3180.71,323.64
97,7641.09,77197.58,0,5439.79
256,56.61,87.74,0,0
3829,56425.99,443698.66,42051.02,0
5596,1542.56,9018.05,567.43,47.85
5136,703.84,514.49,214.01,0
24,2505.18,2202.2,0,0
358,331.99,3786.37,0,224.85
73,697.03,697.03,0,0
4471,1587.06,4516,755.43,173.32
2261,4673.86,39640.01,3674.28,1370.09
2865,731,733.47,0,0
219,50.78,4.62,46.17,0
358,3847.87,43694.28,0,0
1835,11949.86,107842.11,8925.91,947.8
241,70.68,530.49,129.69,0
2203,143.21,298.22,0,0
3357,4202.87,19658.09,1908.23,66.51
996,46.39,150.83,112.87,0
983,114.97,1592.72,90.26,0
1025,1031.39,2428.9,0,478.3
146,286.17,345.58,0,1135.51
4389,7391.43,103650,2036.5,0
1346,8649.1,25254.04,4508.29,1744.12
329,273.48,243.26,138.49,57.22
61,416.59,1422.36,0,829.65
75,46.96,181.51,0,0
3814,1304.42,6013.23,568.85,0
312,226.74,430.7,0,0
387,10850.86,37786.91,10277.96,786.02
905,463.94,464.22,0,1296.33
360,27082.41,96278.77,12145.85,0
497,948.96,12966.65,0,707.66
1492,2012.83,7914.31,2999.95,484.16
1020,301.85,711.88,0,0
0,48.09,0,64.03,0
219,23.07,27.68,0,0
3279,50.81,227.69,0,0
1397,700.78,802.57,538.29,0
10,57.01,162.48,0,34.67
6923,334878.29,2190662.22,227895.66,2985.4
1526,32619.08,167366.72,24404.69,4431.32
219,23.36,60.61,0,0
372,1770.55,4427.18,3913.71,477.89
12,106.84,255.22,0,0
4435,185045.19,2319443,83593.29,788.93
3831,1183.48,6522.6,1000.23,0
78,1179.17,19609.01,0,1162.88
5,196.12,1615.88,97.95,0
2,785.99,3963.07,0,119.05
1731,890.7,3606.98,722.65,0
163,150.68,958.55,0,0
2575,356.51,1017.79,1964.82,0
73,23.79,111.34,0,0
107,186.65,1210.57,46.95,119.18
4437,1272.22,69069.63,1254.82,0
718,1916.13,8687.11,222.3,115.06
32,308.14,1980.97,546.78,0
222,680.19,2721.3,680.37,0
1507,2011.37,3260.5,10535.34,0
2690,1809.73,3162.32,6856.62,0
0,21.91,50.07,0,0
898,374.4,1066.04,0,0
2310,3333,11783,1663.94,0
1234,1400.73,7646.26,2842.89,0
2446,1680.34,36077.3,3186.79,0
7061,14689.22,54461.47,14967.59,2158.24
3179,18526.88,90470.88,18282.99,0
2239,108735.45,556920.5,77437.23,2336.4
15,399.59,1592.16,260.77,0
1857,736.65,4078.83,175.92,0
10,140.84,1466.41,258.13,70.4
942,21214.74,134381.92,21826.81,1030.86
73,22.23,40.01,0,0
3293,11785.05,105687.26,0,0
6886,20620.71,23442.75,14537.37,0
1921,14762.27,53458.47,12927.43,0
1137,14871.64,177538.26,19626.07,228.39
161,23.49,0,0,0
0,598.09,1949.76,1196.17,96.36
163,510.42,1816.77,630.06,116.08
10,286.92,1376.6,262.87,0
964,2645.2,10715.83,823.43,0
1694,10675.92,35594.04,6814.71,117.1
2254,100861.45,1022874.21,34721.06,946.8
6711,39061.2,212392.38,57580.19,1264.34
4011,1332.36,7606.23,1974.26,0
2880,4759.25,43550.74,862.52,0
3919,589.88,9772,439.5,0
219,23.09,69.97,0,0
2305,6056,19279.83,2796.96,200.47
1998,2197.42,7988.62,1223.79,0
136,1380.85,3686.12,235.38,0
4179,13901.45,47622.19,13920.32,1153.21
2405,2130.42,6139.19,5472.94,1155.81
2463,2041.76,15694.15,757.83,22.82
219,22.61,22.61,0,0
1115,502.64,469.48,463.53,0
73,592.8,2932,546.74,1465.32
5416,332.06,1784.11,115.1,0
336,461.77,1334.23,347.06,0
2057,8497.41,54600.34,1838.95,0
37,4326.39,23377.04,859.49,0
207,4606.49,23473.8,1090.48,804.21
4060,361.83,1224.36,1166.51,0
2819,308.47,1499.61,0,0
3172,7467.16,22135.99,6937.6,0
1502,81.52,138.7,0,0
613,848.44,5837.35,576.07,0
2071,97.15,469.95,695.39,0
2149,140.42,355.1,0,0
73,69.87,69.87,0,0
4669,526.01,4394.01,1024.51,0
2894,68.9,192.34,0,0
3856,1086.44,6511.57,312.52,0
10,8262.11,30970.3,727.72,980.61
1628,1052.28,11103.91,1673.01,0
260,190.96,176.4,54.15,0
2,22.89,0,0,0
1222,652.36,3415.25,159.34,0
251,9856.02,23506.39,11068.97,2334.21
27,2163.53,30416.06,2589.3,1317.86
5650,111110.76,717390.28,76624.04,0
630,15069.56,129087.32,13304.54,5005.18
219,23.64,27.66,0,0
136,69.6,88.63,0,0
73,34.97,72.26,0,0
5112,55905.58,253796.49,42013.09,3890.48
2035,1728.53,5922.06,372.54,66.88
2169,123365.4,1018123.89,38654.05,4648.32
5,88.49,886.93,0,0
650,2134.64,9798.71,3708.35,230.94
6772,1506.27,7134.54,1446.61,177.45
5,447.31,2099.59,103.36,1152.58
820,236196.78,620246.56,228089.56,0
3327,99124.86,312504.47,80587.29,2938.94
1258,16014.39,55133.9,7056.81,0
268,450.25,4533.82,406.16,0
1366,37174.86,166029.07,32402.06,2537.08
701,29226.72,131438.88,8438.93,8717.48
